abandon	GIVE-UP_ABOLISH_ABANDON	DISCARD	CHANGE_SWITCH
abase	DOWNPLAY_HUMILIATE
have	AUXILIARY	MODAL	GIVE-BIRTH	EXIST-WITH-FEATURE	INCITE_INDUCE
hawk	SELL
head	REACH	LEAD_GOVERN	GO-FORWARD
headline	LOAD_PROVIDE_CHARGE_FURNISH
headquarter	BE-LOCATED_BASE
heal	HELP_HEAL_CARE_CURE
heap	AMASS
hear	HEAR_LISTEN
hearten	INCITE_INDUCE
heat	AROUSE_WAKE_ENLIVEN	HEAT
heave	THROW	GO-FORWARD	MAKE-A-SOUND
hedge	PROTECT
heed	FOCUS
heighten	INCREASE_ENLARGE_MULTIPLY
helicopter	MOVE-BY-MEANS-OF
help	HELP_HEAL_CARE_CURE	ABSTAIN_AVOID_REFRAIN
hem	SEW
hemorrhage	EXCRETE
herald	SPEAK
herd	GROUP
hesitate	STOP
hew	FOLLOW_SUPPORT_SPONSOR_FUND	HIT
hide	CLOUD_SHADOW_HIDE
highlight	EMPHASIZE
hightail	LEAVE_DEPART_RUN-AWAY
hijack	STEAL_DEPRIVE
hike	TRAVEL
hinder	STOP
hinge	RELY
hint	SPEAK
hire	HIRE
hiss	MAKE-A-SOUND
hit	ASK_REQUEST	ARRIVE	BEGIN	HIT	COURT
hitch	ATTACH
hoard	RETAIN_KEEP_SAVE-MONEY
hobble	STOP
hoe	EXTRACT
hoist	RAISE
hold	RESTRAIN	OBLIGE_FORCE	DELAY	RETAIN_KEEP_SAVE-MONEY	CONTINUE	CONTAIN	POSSESS	BELIEVE	DECREE_DECLARE	ORGANIZE	RESIST	WAIT
hole	STAY_DWELL
holler	MAKE-A-SOUND
hollow	EXTRACT
homer	SCORE
hone	SHARPEN
honk	MAKE-A-SOUND
honor	APPROVE_PRAISE	AGREE_ACCEPT
hoodwink	DECEIVE
hook	ENCLOSE_WRAP	SECURE_FASTEN_TIE
hop	MOVE-BY-MEANS-OF	GO-FORWARD
hope	REQUIRE_NEED_WANT_HOPE
hopscotch	TRAVEL
horrify	CAUSE-MENTAL-STATE
hospitalize	SEND
host	HOST_MEAL_INVITE
hound	OFFEND_DISESTEEM
house	STAY_DWELL
hover	HANG
howl	MAKE-A-SOUND	CRY
huckster	QUARREL_POLEMICIZE
huddle	LOWER	MEET
hug	FIT
hulk	OVERCOME_SURPASS
hum	GO-FORWARD
humanize	CHANGE_SWITCH
humble	DOWNPLAY_HUMILIATE
humiliate	DOWNPLAY_HUMILIATE
hunch	BEND
hunker	LIE
hunt	CHASE
hurl	THROW
hurry	RUN
hurt	HURT_HARM_ACHE
hurtle	GO-FORWARD
hustle	MOVE-ONESELF
hype	PUBLICIZE
hypercontrol	MANAGE
hyperlink	DIRECT_AIM_MANEUVER
hyperventilate	BREATH_BLOW
hypnotize	BEWITCH
hypothesize	BELIEVE
identify	RECOGNIZE_ADMIT_IDENTIFY	MATCH
idle	STOP
idolize	LIKE
ignite	BURN
ignore	DOWNPLAY_HUMILIATE
illuminate	LIGHTEN
illustrate	PAINT	EXPLAIN
imagine	IMAGINE
imbue	AFFECT
imitate	SIMULATE
immerse	ENCLOSE_WRAP
immigrate	LEAVE_DEPART_RUN-AWAY
immunize	HELP_HEAL_CARE_CURE
impact	AFFECT	HIT
impair	DEBASE_ADULTERATE
impeach	ACCUSE
impede	STOP
impel	PERSUADE
impend	HAPPEN_OCCUR
imperil	ENDANGER
impersonate	PERFORM
implant	INSERT
implement	USE
implicate	INCLUDE-AS
implore	ASK_REQUEST
imply	IMPLY
import	CARRY_TRANSPORT
impose	OBLIGE_FORCE
impound	RESTRAIN
impoverish	STEAL_DEPRIVE
impregnate	HAVE-SEX
impress	CAUSE-MENTAL-STATE	TEACH
imprint	PRINT
imprison	CAGE_IMPRISON
improve	INCREASE_ENLARGE_MULTIPLY	AMELIORATE
improvise	CARRY-OUT-ACTION
impugn	FACE_CHALLENGE
inaugurate	BEGIN	ASSIGN-smt-to-smn
incapacitate	STOP
incarcerate	CAGE_IMPRISON
incentivize	INCITE_INDUCE
inch	GO-FORWARD
incinerate	BURN
incise	CAVE_CARVE
incite	INCITE_INDUCE
incline	BEHAVE
include	INCLUDE-AS
incorporate	COMBINE_MIX_UNITE
increase	INCREASE_ENLARGE_MULTIPLY
incriminate	ACCUSE
incubate	DEVELOP_AGE
incur	RISK
indemnify	PROTECT
index	ADJUST_CORRECT
indicate	SIGNAL_INDICATE
indict	ACCUSE
indoctrinate	TEACH
induce	INCITE_INDUCE
indulge	CARRY-OUT-ACTION
industrialize	AMELIORATE
infect	CONTRACT-AN-ILLNESS_INFECT
infer	INFER
infest	COVER_SPREAD_SURMOUNT
infiltrate	VIOLATE
inflame	AROUSE_WAKE_ENLIVEN
inflate	INCREASE_ENLARGE_MULTIPLY
inflict	OBLIGE_FORCE
influence	INFLUENCE
inform	INFORM
infringe	VIOLATE
infuriate	CAUSE-MENTAL-STATE
infuse	FILL
ingest	EAT_BITE
ingrain	TEACH
ingratiate	CAUSE-MENTAL-STATE
inhabit	LIE
inhale	BREATH_BLOW
inherit	OBTAIN
inhibit	PRECLUDE_FORBID_EXPEL
initial	WRITE
initiate	BEGIN
inject	INSERT
injure	HURT_HARM_ACHE
innovate	INSERT
inquire	ASK_REQUEST
inscribe	CAVE_CARVE
insert	INSERT
insist	AFFIRM
inspect	ANALYZE
inspire	INFLUENCE
install	STAY_DWELL
instigate	AROUSE_WAKE_ENLIVEN
instill	INSERT
institute	ESTABLISH
institutionalize	SORT_CLASSIFY_ARRANGE
instruct	ORDER
insulate	PROTECT	ISOLATE
insult	OFFEND_DISESTEEM
insure	GUARANTEE_ENSURE_PROMISE	PROTECT
integrate	COMBINE_MIX_UNITE
intend	PLAN_SCHEDULE
intensify	INCREASE_ENLARGE_MULTIPLY
interact	ALLY_ASSOCIATE_MARRY
intercede	NEGOTIATE
intercept	CATCH
interconnect	JOIN_CONNECT
interest	CAUSE-MENTAL-STATE
interfere	INSERT
interlink	JOIN_CONNECT
interlope	VIOLATE
intermarry	ALLY_ASSOCIATE_MARRY
intermingle	BEFRIEND
intermix	COMBINE_MIX_UNITE
internalize	KNOW
interpret	UNDERSTAND
interrogate	ASK_REQUEST
interrupt	STOP
intersperse	ALTERNATE
intertwine	WEAVE
intervene	PARTICIPATE
interview	ASK_REQUEST
intimate	IMPLY
intimidate	CAUSE-MENTAL-STATE
intone	PERFORM
intoxicate	AROUSE_WAKE_ENLIVEN
intrigue	LIKE
introduce	MEET	INSERT
intrude	VIOLATE
inundate	FILL
inure	CAUSE-MENTAL-STATE
invade	ATTACK_BOMB
invalidate	CANCEL_ELIMINATE
invent	CREATE_MATERIALIZE
invert	INVERT_REVERSE
invest	LEND
investigate	SEARCH
invigorate	AROUSE_WAKE_ENLIVEN
invite	ASK_REQUEST
invoke	ASK_REQUEST
involve	IMPLY
irk	CAUSE-MENTAL-STATE
iron	SETTLE_CONCILIATE
irradiate	SHOW
irritate	CAUSE-MENTAL-STATE
isolate	ISOLATE
issue	EMIT
itemize	RECORD
jab	HIT
jack	RAISE
jail	CAGE_IMPRISON
jam	AMASS
jar	CAUSE-MENTAL-STATE
jell	CHANGE-APPEARANCE/STATE
jeopardize	RISK
jerk	PULL
jest	JOKE
jettison	DISCARD
jiggle	MOVE-SOMETHING
jilt	GIVE-UP_ABOLISH_ABANDON
jingle	MAKE-A-SOUND
jinx	BEWITCH
jockey	DECEIVE
jog	AROUSE_WAKE_ENLIVEN	RUN
join	ALLY_ASSOCIATE_MARRY	JOIN_CONNECT
joke	JOKE
jolt	CAUSE-MENTAL-STATE	MOVE-SOMETHING
jostle	MOVE-SOMETHING
joust	FIGHT
judge	SUBJECTIVE-JUDGING
juggle	MANAGE
jumble	MESS
jump	RAISE	INCREASE_ENLARGE_MULTIPLY	LEAVE_DEPART_RUN-AWAY	BENEFIT_EXPLOIT	JUMP	CAUSE-MENTAL-STATE
junk	DISCARD
justify	PROVE
jut	BULGE-OUT
juxtapose	BORDER
kayo	KNOCK-DOWN
keep	CONTINUE	REMAIN	RETAIN_KEEP_SAVE-MONEY
key	HARMONIZE
kick	BEGIN	HIT
kid	JOKE
kidnap	REMOVE_TAKE-AWAY_KIDNAP
kill	KILL
kindle	BURN
kiss	TOUCH
knead	SHAPE
kneel	LOWER
knit	SEW	SECURE_FASTEN_TIE
knock	KILL	DRINK	CANCEL_ELIMINATE	COPY	KNOCK-DOWN	REMOVE_TAKE-AWAY_KIDNAP	HIT
know	KNOW
kowtow	FLATTER
label	DECREE_DECLARE
labor	TRY
lace	EMBELLISH
lack	MISS_OMIT_LACK
ladder	BREAK_DETERIORATE
lag	GO-FORWARD
lambaste	REPRIMAND
lament	REGRET_SORRY
laminate	COVER_SPREAD_SURMOUNT
land	ARRIVE	LAND_GET-OFF
landfill	DISCARD
languish	WEAKEN
lap	TOUCH
lapse	FINISH_CONCLUDE_END
lash	SECURE_FASTEN_TIE	CRITICIZE
last	CONTINUE
latch	ATTACH
laud	APPROVE_PRAISE
laugh	LAUGH
launch	BEGIN
launder	CONVERT
lavish	GIVE_GIFT
lay	DISMISS_FIRE-SMN	USE	PUT_APPLY_PLACE_PAVE
layover	STOP
leach	REMOVE_TAKE-AWAY_KIDNAP
lead	LEAD_GOVERN	INCITE_INDUCE	BEGIN	MOVE-SOMETHING
leak	FLOW
lean	INCLINE
leap	JUMP	CAUSE-MENTAL-STATE	INCREASE_ENLARGE_MULTIPLY
leapfrog	JUMP
learn	LEARN
lease	LEND	TAKE-A-SERVICE_RENT
leave	LEAVE-BEHIND	LEAVE_DEPART_RUN-AWAY	GIVE_GIFT	MISS_OMIT_LACK
lecture	SPEAK
leer	SEE
legalize	AUTHORIZE_ADMIT
legislate	AUTHORIZE_ADMIT
legitimize	AUTHORIZE_ADMIT
lend	LEND
lengthen	INCREASE_ENLARGE_MULTIPLY
lessen	REDUCE_DIMINISH
let	REDUCE_DIMINISH	REVEAL	LIBERATE_ALLOW_AFFORD	FRUSTRATE_DISAPPOINT
level	FLATTEN_SMOOTHEN	DIRECT_AIM_MANEUVER
leverage	LOAD_PROVIDE_CHARGE_FURNISH
levy	CHARGE
liaise	NEGOTIATE
libel	OFFEND_DISESTEEM
liberalize	AUTHORIZE_ADMIT
liberate	LIBERATE_ALLOW_AFFORD
license	AUTHORIZE_ADMIT
lick	TOUCH
lie	DECEIVE	LIE
lift	RAISE	STEAL_DEPRIVE
light	BURN	LIGHTEN
lighten	SIMPLIFY	REDUCE_DIMINISH	LIGHTEN
like	LIKE	REQUIRE_NEED_WANT_HOPE
liken	COMPARE
limit	RESTRAIN
limp	GO-FORWARD
line	SIGNAL_INDICATE	LIE
linger	WAIT
link	JOIN_CONNECT	CORRELATE
lionize	APPROVE_PRAISE
liquefy	CHANGE-APPEARANCE/STATE
liquidate	PAY
liquidize	CHANGE-APPEARANCE/STATE
liquify	CHANGE-APPEARANCE/STATE
list	INCLINE	CALCULATE_ESTIMATE	RECORD
listen	HEAR_LISTEN
litigate	FACE_CHALLENGE
litter	DIRTY
live	SATISFY_FULFILL	CONTINUE	CANCEL_ELIMINATE	EXIST_LIVE
liven	AROUSE_WAKE_ENLIVEN
load	LOAD_PROVIDE_CHARGE_FURNISH	FILL
loan	LEND
loathe	DISLIKE
lobby	FLATTER
lobotomize	CARRY-OUT-ACTION
localize	PRECLUDE_FORBID_EXPEL
locate	BE-LOCATED_BASE	FIND
lock	GUARANTEE_ENSURE_PROMISE	OPERATE	CAGE_IMPRISON	PRECLUDE_FORBID_EXPEL	SECURE_FASTEN_TIE
lodge	HOLE_PIERCE	ACCUSE
log	CUT	RECORD
loiter	PLAY_SPORT/GAME
long	REQUIRE_NEED_WANT_HOPE
look	SEEM	DISLIKE	WATCH_LOOK-OUT	ANALYZE	DISCOURSE-FUNCTION	SEE	WAIT	SEARCH
loom	APPEAR
loose	UNFASTEN_UNFOLD
loosen	UNFASTEN_UNFOLD
loot	STEAL_DEPRIVE
lop	CUT
lord	LEAD_GOVERN
lose	FAIL_LOSE	MISS_OMIT_LACK	LOSE	DISBAND_BREAK-UP
lounge	LIE
love	LIKE
lower	LOWER
lug	CARRY_TRANSPORT
lull	MAKE-RELAX
lumber	TRAVEL
lump	GROUP
lunge	GO-FORWARD
lurch	GO-FORWARD
lure	LURE_ENTICE
lurk	CLOUD_SHADOW_HIDE
magnetize	CONVERT
magnify	INCREASE_ENLARGE_MULTIPLY
mail	SEND
maintain	RETAIN_KEEP_SAVE-MONEY
major	STUDY
make	MOUNT_ASSEMBLE_PRODUCE	INCITE_INDUCE	ACHIEVE	WRITE	SETTLE_CONCILIATE	CREATE_MATERIALIZE	EXIST-WITH-FEATURE	REACH	PERCEIVE	ADJUST_CORRECT	LEAVE_DEPART_RUN-AWAY	GO-FORWARD	LIGHT-VERB	RESULT_CONSEQUENCE	REPRESENT	EARN	ARRIVE
malign	OFFEND_DISESTEEM
man	WORK
manage	ACHIEVE	MANAGE
mandate	OBLIGE_FORCE
maneuver	DIRECT_AIM_MANEUVER
manhandle	TREAT
manifest	SHOW
manipulate	TOUCH	MANAGE
manufacture	MOUNT_ASSEMBLE_PRODUCE
map	PLAN_SCHEDULE
mar	DEBASE_ADULTERATE
march	GO-FORWARD	AMELIORATE
marginalize	DEBASE_ADULTERATE
marinate	DIP_DIVE
mark	INCREASE_ENLARGE_MULTIPLY	SIGNAL_INDICATE	DISTINGUISH_DIFFER
market	SELL
marry	ALLY_ASSOCIATE_MARRY
marshal	SORT_CLASSIFY_ARRANGE
martyr	KILL
marvel	CAUSE-MENTAL-STATE
mask	COVER_SPREAD_SURMOUNT
masquerade	DECEIVE
mass	AMASS
massacre	KILL
massage	TOUCH
master	LEARN
mastermind	ORGANIZE
match	MATCH
mate	HAVE-SEX
materialize	APPEAR
matter	BURDEN_BEAR
mature	DEVELOP_AGE
maul	HURT_HARM_ACHE
maximize	INCREASE_ENLARGE_MULTIPLY
mean	IMPLY
meander	TRAVEL
measure	MEASURE_EVALUATE
meddle	VIOLATE
mediate	NEGOTIATE
medicate	HELP_HEAL_CARE_CURE
meditate	THINK
meet	SATISFY_FULFILL	MEET	KNOW
meld	HARMONIZE
mellow	CAUSE-MENTAL-STATE
melt	CONVERT
memorialize	APPROVE_PRAISE
memorize	STUDY
menace	ENDANGER
mend	REPAIR_REMEDY
mention	SPEAK
meow	MAKE-A-SOUND
merchandise	SELL
merge	HARMONIZE
merit	EXIST-WITH-FEATURE
mesh	ORGANIZE
mess	MESS	PARTICIPATE
metabolize	MOUNT_ASSEMBLE_PRODUCE
metamorphose	CHANGE-APPEARANCE/STATE
mic	JOIN_CONNECT
miff	CAUSE-MENTAL-STATE
migrate	GO-FORWARD
militate	OPPOSE_REBEL_DISSENT
milk	BENEFIT_EXPLOIT	EXTRACT
mill	TRAVEL
mime	SIMULATE
mimic	SIMULATE
mince	CUT
mind	WATCH_LOOK-OUT	OFFEND_DISESTEEM	HELP_HEAL_CARE_CURE
mine	EXTRACT
mingle	PARTICIPATE
miniaturize	PAINT
minimize	REDUCE_DIMINISH
mint	CREATE_MATERIALIZE
mire	STOP
mirror	REFLECT
misappropriate	STEAL_DEPRIVE
misbehave	BEHAVE
miscalculate	CALCULATE_ESTIMATE
mischaracterize	MISTAKE
misconstrue	INTERPRET
misdiagnose	MISTAKE
misfire	FAIL_LOSE
misguide	DIRECT_AIM_MANEUVER
mishandle	MANAGE
misinterpret	INTERPRET
mislay	PUT_APPLY_PLACE_PAVE
mislead	DECEIVE
mismanage	MANAGE
misplace	PUT_APPLY_PLACE_PAVE
misread	INTERPRET
misrepresent	REPRESENT
miss	MISS_OMIT_LACK
misspend	SPEND-TIME_PASS-TIME
misstate	SPEAK
mistake	MISTAKE
mistreat	TREAT
mistrust	RELY
misunderstand	INTERPRET
misuse	VIOLATE
mitigate	REDUCE_DIMINISH
mix	ADD	COMBINE_MIX_UNITE
moan	MAKE-A-SOUND
mob	AMASS
mobilize	PREPARE
mock	JOKE
model	WORK	MOUNT_ASSEMBLE_PRODUCE
moderate	REDUCE_DIMINISH
modernize	AMELIORATE
modify	CHANGE_SWITCH
modulate	CHANGE_SWITCH
moisturize	WET
mold	CREATE_MATERIALIZE
molest	ATTACK_BOMB
mollify	MAKE-RELAX
monetize	AUTHORIZE_ADMIT
monitor	WATCH_LOOK-OUT
monkey	WORK
monopolize	POSSESS
moonlight	WORK
moor	SECURE_FASTEN_TIE
moot	TAKE-INTO-ACCOUNT_CONSIDER
mop	WASH_CLEAN
morph	CHANGE-APPEARANCE/STATE
mortgage	LEND
motivate	INCITE_INDUCE	JUSTIFY_EXCUSE
motorize	LOAD_PROVIDE_CHARGE_FURNISH
mount	RAISE	INCREASE_ENLARGE_MULTIPLY	MOUNT_ASSEMBLE_PRODUCE
mourn	CAUSE-MENTAL-STATE
mouth	SPEAK
move	MOVE-SOMETHING	ATTACK_BOMB	CARRY-OUT-ACTION	CAUSE-MENTAL-STATE	ORGANIZE
mow	CUT
muck	MESS
muddle	MESS
muddy	DIRTY
muffle	CLOUD_SHADOW_HIDE
mull	THINK
multi-task	WORK
multiply	INCREASE_ENLARGE_MULTIPLY
mumble	SPEAK
mummify	PRESERVE
munch	EAT_BITE
murder	KILL
murmur	SPEAK
muscle	MOVE-SOMETHING
muse	THINK
mushroom	INCREASE_ENLARGE_MULTIPLY
muster	AMASS
mutate	CHANGE-APPEARANCE/STATE
mute	STOP
mutilate	HURT_HARM_ACHE
muzzle	STOP
mystify	CAUSE-MENTAL-STATE
nab	REMOVE_TAKE-AWAY_KIDNAP
nail	ACHIEVE	ATTACH
name	NAME	ASSIGN-smt-to-smn
namedrop	CITE
nap	SLEEP
narrate	SPEAK
narrow	REDUCE_DIMINISH
nationalize	COMMUNIZE
natter	SPEAK
navigate	DIRECT_AIM_MANEUVER
near	GO-FORWARD
necessitate	REQUIRE_NEED_WANT_HOPE
need	REQUIRE_NEED_WANT_HOPE
negate	COMPENSATE
neglect	MISS_OMIT_LACK
negotiate	NEGOTIATE
neigh	MAKE-A-SOUND
neighbor	BORDER
nestle	LIE
net	GIVE_GIFT	EARN	OBTAIN
network	COMMUNICATE_CONTACT
neutralize	COMPENSATE
nibble	EAT_BITE
nick	CUT
nickel	COVER_SPREAD_SURMOUNT
nickname	NAME
nod	SIGN
nominate	ASSIGN-smt-to-smn
normalize	ADJUST_CORRECT
nosedive	FALL_SLIDE-DOWN
notch	INCREASE_ENLARGE_MULTIPLY	RECORD
note	WRITE	PERCEIVE
notice	PERCEIVE
notify	INFORM
nourish	NOURISH_FEED
nudge	TOUCH	GO-FORWARD
nullify	CANCEL_ELIMINATE
numb	WEAKEN
number	REACH
nurse	HELP_HEAL_CARE_CURE
nurture	INCREASE_ENLARGE_MULTIPLY
nuzzle	TOUCH
obey	OBEY
obfuscate	COMPLEXIFY
object	CRITICIZE
obligate	OBLIGE_FORCE
oblige	OBLIGE_FORCE	LOAD_PROVIDE_CHARGE_FURNISH
obliterate	CANCEL_ELIMINATE
obscure	CLOUD_SHADOW_HIDE
observe	SEE	SPEAK
obsess	CAUSE-MENTAL-STATE
obstruct	STOP
obtain	OBTAIN
obviate	PRECLUDE_FORBID_EXPEL
occasion	CREATE_MATERIALIZE
occupy	REQUIRE_NEED_WANT_HOPE
occur	HAPPEN_OCCUR
offend	OFFEND_DISESTEEM
offer	SELL
offload	EMPTY_UNLOAD
offset	COMPENSATE
ogle	SEE
oil	COVER_SPREAD_SURMOUNT
omit	MISS_OMIT_LACK
ooze	FLOW
open	OPEN	BEGIN
operate	HELP_HEAL_CARE_CURE	OPERATE
opine	SPEAK
oppose	RESIST
opt	CHOOSE
optimize	AMELIORATE
orchestrate	ORGANIZE
ordain	ORDER
order	ORDER	ASK_REQUEST
organize	ORGANIZE
orient	ORIENT
originate	BEGIN
orphan	STEAL_DEPRIVE
oscillate	MOVE-ONESELF
ostracize	ABSTAIN_AVOID_REFRAIN
oust	DISMISS_FIRE-SMN
out	REVEAL
outbid	BID
outdo	OVERCOME_SURPASS
outfit	LOAD_PROVIDE_CHARGE_FURNISH
outflank	OVERCOME_SURPASS
outgrow	OVERCOME_SURPASS
outlast	OVERCOME_SURPASS
outlaw	PRECLUDE_FORBID_EXPEL
outline	SUMMARIZE
outlive	OVERCOME_SURPASS
outnumber	OVERCOME_SURPASS
outpace	OVERCOME_SURPASS
outperform	OVERCOME_SURPASS
outrage	CAUSE-MENTAL-STATE
outsell	OVERCOME_SURPASS
outshine	OVERCOME_SURPASS
outsource	OBTAIN
outstrip	OVERCOME_SURPASS
outweigh	OVERCOME_SURPASS
overarch	COVER_SPREAD_SURMOUNT
overawe	CAUSE-MENTAL-STATE
overbid	BID	OVERCOME_SURPASS
overcharge	REQUIRE_NEED_WANT_HOPE
overcome	OVERCOME_SURPASS
overdo	INCREASE_ENLARGE_MULTIPLY
overdose	HURT_HARM_ACHE
overemphasize	EMPHASIZE
overestimate	CALCULATE_ESTIMATE
overflow	FLOW
overhang	HANG
overhaul	AMELIORATE
overhear	HEAR_LISTEN
overheat	HEAT
overindulge	CARRY-OUT-ACTION
overlap	OVERLAP
overlay	COVER_SPREAD_SURMOUNT
overload	FILL
overlook	MISS_OMIT_LACK	ORIENT
overpay	PAY
overpopulate	POPULATE
overpower	DEFEAT
overprice	CALCULATE_ESTIMATE
overrate	SUBJECTIVE-JUDGING
overreact	REACT
override	LEAD_GOVERN
overrule	DEFEAT
overrun	COVER_SPREAD_SURMOUNT
oversee	WATCH_LOOK-OUT
oversell	SELL
overshadow	COMPARE
oversight	WATCH_LOOK-OUT
oversimplify	SIMPLIFY
overstate	INCREASE_ENLARGE_MULTIPLY
overstay	STAY_DWELL
overstep	OVERCOME_SURPASS
overstock	RETAIN_KEEP_SAVE-MONEY
overstrain	EXHAUST
overtake	OVERCOME_SURPASS
overtax	CHARGE
overthink	THINK
overthrow	DEFEAT
overturn	INVERT_REVERSE
overuse	USE
overvalue	CALCULATE_ESTIMATE
overwhelm	OVERCOME_SURPASS
overwork	BENEFIT_EXPLOIT
owe	PAY
own	POSSESS	RECOGNIZE_ADMIT_IDENTIFY
oxidize	COMBINE_MIX_UNITE
pace	MOVE-ONESELF
pacify	MAKE-RELAX
pack	PRESS_PUSH_FOLD	AMASS
package	INSERT
pad	FILL
paint	REPRESENT	PAINT
pair	JOIN_CONNECT
pale	COLOR
palm	SELL
pamper	TREAT
pan	SEPARATE_FILTER_DETACH	ACHIEVE
pander	CAUSE-MENTAL-STATE
panhandle	ASK_REQUEST
panic	CAUSE-MENTAL-STATE
pant	BREATH_BLOW
parachute	FALL_SLIDE-DOWN
parade	TRAVEL
parallel	MATCH
paralyze	STOP
paraphrase	SPEAK
parcel	GIVE_GIFT
pardon	PARDON
pare	CUT	REDUCE_DIMINISH
park	MOVE-SOMETHING
parlay	BENEFIT_EXPLOIT
parole	LIBERATE_ALLOW_AFFORD
parrot	REPEAT
parry	ABSTAIN_AVOID_REFRAIN
part	DISBAND_BREAK-UP
partake	SHARE
participate	PARTICIPATE
partition	SEPARATE_FILTER_DETACH
pass	ACHIEVE	SLEEP	LEAVE-BEHIND	GIVE_GIFT	MISS_OMIT_LACK	DECEIVE	AUTHORIZE_ADMIT	CHANGE-HANDS	SUBJECTIVE-JUDGING	HAPPEN_OCCUR	OVERCOME_SURPASS	KILL	REFUSE
paste	ATTACH
pasteurize	HEAT
patch	REPAIR_REMEDY
patent	POSSESS
patrol	WATCH_LOOK-OUT
patronize	FOLLOW_SUPPORT_SPONSOR_FUND
pattern	SHAPE
pause	STOP
pave	PUT_APPLY_PLACE_PAVE	PREPARE
pawn	SELL
pay	ACHIEVE	PAY
peacemake	BEFRIEND
peak	REACH
peal	MAKE-A-SOUND
peck	EAT_BITE
pedal	MOVE-BY-MEANS-OF
peddle	SELL
pederastize	COURT
pee	EXCRETE
peek	SEE
peel	REMOVE_TAKE-AWAY_KIDNAP
peer	SEARCH
peg	COMPENSATE
pen	WRITE
penalize	PUNISH
pend	WAIT
penetrate	ENTER
people	FILL
pepper	ATTACK_BOMB
perceive	PERCEIVE
perch	LIE
perfect	AMELIORATE
perform	PERFORM
perish	KILL
perk	AROUSE_WAKE_ENLIVEN
permeate	AFFECT
permit	AUTHORIZE_ADMIT
perpetrate	VIOLATE
perpetuate	CONTINUE
perplex	CAUSE-MENTAL-STATE
persecute	HURT_HARM_ACHE
persevere	CONTINUE
persist	CONTINUE
personalize	CHANGE_SWITCH
perspire	EXCRETE
persuade	PERSUADE
pertain	REFER
perturb	CAUSE-MENTAL-STATE
peruse	ANALYZE
pervade	AFFECT
pervert	VIOLATE
pester	CAUSE-MENTAL-STATE
petition	ASK_REQUEST
phase	FINISH_CONCLUDE_END
philosophize	THINK
phone	COMMUNICATE_CONTACT
photocopy	COPY
photograph	RECORD
pick	BUY	INCREASE_ENLARGE_MULTIPLY	CONTINUE	REMOVE_TAKE-AWAY_KIDNAP	SUBJUGATE	CHOOSE	HIT
pickle	PRESERVE
picture	SHOW
piece	JOIN_CONNECT
pierce	HOLE_PIERCE
piggyback	CARRY_TRANSPORT
pile	GO-FORWARD	AMASS
pillory	JOKE
pilot	MOVE-BY-MEANS-OF
pin	ATTACH
pinch	RETAIN_KEEP_SAVE-MONEY	PRESS_PUSH_FOLD	STEAL_DEPRIVE
pine	WEAKEN
ping	MAKE-A-SOUND
pinpoint	DECIDE_DETERMINE
pioneer	ESTABLISH
pipe	CARRY_TRANSPORT
pique	CAUSE-MENTAL-STATE
pirate	STEAL_DEPRIVE
piss	CAUSE-MENTAL-STATE	EXCRETE
pit	FACE_CHALLENGE	HURT_HARM_ACHE
pitch	THROW	ALLY_ASSOCIATE_MARRY	PUBLICIZE	ADJUST_CORRECT
pivot	MOVE-ONESELF
placate	MAKE-RELAX
place	PUT_APPLY_PLACE_PAVE
plagiarize	STEAL_DEPRIVE
plague	CAUSE-MENTAL-STATE
plan	PLAN_SCHEDULE
plane	CUT
plant	PUT_APPLY_PLACE_PAVE
plaster	ATTACH
plate	COVER_SPREAD_SURMOUNT
play	FINISH_CONCLUDE_END	PERFORM	FACE_CHALLENGE	FLATTER	AFFECT	PLAY_SPORT/GAME	DOWNPLAY_HUMILIATE	EMPHASIZE
plead	ASK_REQUEST	DECREE_DECLARE
please	CAUSE-MENTAL-STATE
pledge	GUARANTEE_ENSURE_PROMISE
plot	PLAN_SCHEDULE
plow	GROW_PLOW
pluck	REMOVE_TAKE-AWAY_KIDNAP
plug	STOP	PUBLICIZE	INSERT
plummet	REDUCE_DIMINISH
plunder	STEAL_DEPRIVE
plunge	DIP_DIVE	REDUCE_DIMINISH
ply	WORK	LOAD_PROVIDE_CHARGE_FURNISH
poach	HUNT
pocket	STEAL_DEPRIVE
pockmark	HURT_HARM_ACHE
point	SIGNAL_INDICATE	DIRECT_AIM_MANEUVER
poise	COMPENSATE
poison	GIVE_GIFT	KILL
poke	HOLE_PIERCE	SEARCH
police	WATCH_LOOK-OUT
polish	WASH_CLEAN	EMBELLISH
politicize	CHANGE_SWITCH
poll	ASK_REQUEST
pollinate	HAVE-SEX
pollute	DIRTY
ponder	THINK
pontificate	SPEAK
poo	EXCRETE
pool	COMBINE_MIX_UNITE
pop	HIT	APPEAR	EXPLODE	MOVE-SOMETHING
popularize	INFORM
populate	POPULATE
pore	FOCUS
portend	SIGNAL_INDICATE
portray	REPRESENT
pose	CREATE_MATERIALIZE	DECEIVE
position	PUT_APPLY_PLACE_PAVE
possess	EXIST-WITH-FEATURE
post	RECORD
postmark	PUT_APPLY_PLACE_PAVE
postpone	DELAY
posture	BEHAVE
pounce	GO-FORWARD
pound	TRAVEL	HIT
pour	SPILL_POUR	METEOROLOGICAL
power	OPERATE
practice	TRY
practise	WORK
praise	APPROVE_PRAISE
prance	MOVE-ONESELF
